Youtuber,category,Title,Country,Abbreviation,channel_type,created_month,subscribers,video views,uploads,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,created_date
Live,unknown,Live,Unknown,,,Jan,16100000,0.0,0,22889353.19107578,0.0,0.0,0.0,0.0,200000.0,2015.0,13.0
Vlad and Niki ARA,unknown,Vlad and Niki ARA,United States,US,Entertainment,May,16100000,7399296005.0,510,32011000.0,8000.0,128000.0,96000.0,1500000.0,100000.0,2019.0,24.0
Canal IN,People & Blogs,Canal IN,Brazil,BR,Entertainment,Jul,16100000,2687443643.0,723,13802000.0,3500.0,55200.0,41400.0,662500.0,600000.0,2017.0,21.0
TWICE,Music,TWICE,Unknown,,Music,Mar,16100000,5055576881.0,1123,98720000.0,24700.0,394900.0,296200.0,4700000.0,100000.0,2016.0,27.0
Daily Dose Of Internet,Entertainment,Daily Dose Of Internet,United States,US,Entertainment,Jul,16100000,6872702790.0,671,399807000.0,100000.0,1600000.0,1200000.0,19200000.0,300000.0,2015.0,15.0
FitDance,Music,Fitdance Academy,France,FR,Entertainment,Nov,16100000,7126210721.0,41,780.0,0.2,3.0,2.0,37.0,4.0,2006.0,20.0
Panda Shorts,unknown,Panda Shorts,Sweden,SE,Sports,Nov,16100000,7155736006.0,667,478528000.0,119600.0,1900000.0,1400000.0,23000000.0,3000000.0,2020.0,21.0
Disney Junior,Entertainment,Disney Junior,United States,US,Entertainment,Apr,16100000,15812009296.0,4045,267131000.0,66800.0,1100000.0,801400.0,12800000.0,300000.0,2008.0,22.0
La Rosa de Guadalupe,Entertainment,larosadeguadalupe,Mexico,MX,Games,Sep,16100000,9642146451.0,0,93871218.94377604,0.0,0.0,0.0,0.0,500000.0,2008.0,3.0
sagar kalra (Shorts),People & Blogs,sagar kalra (Shorts),Unknown,,People,Jun,16000000,6543629679.0,453,74062000.0,18500.0,296200.0,222200.0,3600000.0,200000.0,2017.0,30.0
wifistudy,Education,wifistudy by Unacademy,India,IN,Education,Jul,16000000,3018032423.0,52144,14287000.0,3600.0,57100.0,42900.0,685800.0,300000.0,2014.0,26.0
Antrax,Gaming,Antrax,Mexico,MX,Games,May,16000000,3029872908.0,687,4698000.0,1200.0,18800.0,14100.0,225500.0,100000.0,2015.0,25.0
Enes Batur,Gaming,enesbatur,Unknown,,Games,Mar,16000000,9786595271.0,0,303420642.4247549,0.0,0.0,0.0,0.0,11.0,2007.0,4.0
Totoy kids - Espaï¿½ï,Film & Animation,Totoy kids - Espaï¿½ï,Mexico,MX,Film,Sep,16000000,5997599089.0,344,112393000.0,28100.0,449600.0,337200.0,5400000.0,200000.0,2017.0,7.0
ýýýýýýýýýý,People & Blogs,Kung Fu Padla,Russia,RU,Games,May,15900000,1845329502.0,0,79997361.88079429,0.0,0.0,0.0,0.0,10.0,2017.0,27.0
DopeLyrics,Music,DopeLyrics,United States,US,Music,Jun,15900000,9962188084.0,2035,9915000.0,2500.0,39700.0,29700.0,475900.0,100000.0,2016.0,9.0
jeffreestar,Howto & Style,jeffreestar,United States,US,Howto,Feb,15900000,2609358468.0,433,2006000.0,502.0,8000.0,6000.0,96300.0,1205893.887393404,2006.0,14.0
Lyna,Gaming,Lyna,Argentina,AR,Games,Sep,15900000,6534326412.0,4906,64085000.0,16000.0,256300.0,192300.0,3100000.0,200000.0,2014.0,8.0
MK MUSIC,Music,MK MUSIC,Brazil,BR,Music,Jan,15900000,9198986881.0,5105,136388000.0,34100.0,545600.0,409200.0,6500000.0,100000.0,2010.0,18.0
Unspeakable,Gaming,Unspeakable,United States,US,People,May,15900000,9052367553.0,796,164895000.0,41200.0,659600.0,494700.0,7900000.0,200000.0,2016.0,1.0
Camilo,Music,Camilo,Colombia,CO,Music,Jul,15900000,6802382479.0,132,59890000.0,15000.0,239600.0,179700.0,2900000.0,100000.0,2010.0,29.0
Dear Sir,Education,Dear Sir,India,IN,Education,Dec,15800000,1349288771.0,633,24056000.0,6000.0,96200.0,72200.0,1200000.0,200000.0,2016.0,13.0
Narendra Modi,News & Politics,Narendra Modi,India,IN,News,Oct,15800000,3392918989.0,20679,185969000.0,46500.0,743900.0,557900.0,8900000.0,700000.0,2007.0,26.0
Arif muhammad,People & Blogs,Arif muhammad,Indonesia,ID,Comedy,Jan,15800000,4122634467.0,542,71870000.0,18000.0,287500.0,215600.0,3400000.0,100000.0,2017.0,18.0
Rotten Tomatoes Trailers,Film & Animation,Rotten Tomatoes Trailers,United States,US,Film,Apr,15800000,13116313599.0,10441,25738000.0,6400.0,103000.0,77200.0,1200000.0,100000.0,2011.0,1.0
Volga Video,Film & Animation,Volga Video,India,IN,Entertainment,Mar,15700000,9787697838.0,16874,51315000.0,12800.0,205300.0,153900.0,2500000.0,100000.0,2012.0,23.0
DM - Desi Melodies,Music,DM - Desi Melodies,India,IN,Music,Jul,15700000,5914071870.0,79,141842000.0,35500.0,567400.0,425500.0,6800000.0,300000.0,2017.0,8.0
MY FAMILY,unknown,My Family,Singapore,SG,People,Dec,15700000,6153495609.0,150,939647.0,235.0,3800.0,2800.0,45100.0,800.0,2019.0,3.0
Team Films Bhojpuri,Music,Team Films Bhojpuri,India,IN,Music,Jul,15700000,6626563508.0,19703,30744000.0,7700.0,123000.0,92200.0,1500000.0,400000.0,2014.0,18.0
Zee Music Classic,Music,Zee Music Classic,India,IN,Music,May,15700000,5558051295.0,1640,86450000.0,21600.0,345800.0,259300.0,4100000.0,100000.0,2014.0,20.0
Prime Video India,Entertainment,Prime Video India,United States,US,Entertainment,Oct,15700000,8696631898.0,7090,335111000.0,83800.0,1300000.0,1000000.0,16100000.0,1200000.0,2016.0,3.0
Caeli YT,Entertainment,Caeli YT,Mexico,MX,Entertainment,Sep,15600000,1511794214.0,483,62551000.0,0.0,0.0,0.0,0.0,100000.0,2010.0,22.0
Kuplinov ï¿½ï¿½ï¿,Gaming,Kuplinov ï¿½ï¿½ï¿,Unknown,,Games,Dec,15600000,6862529416.0,6623,98660000.0,24700.0,394600.0,296000.0,4700000.0,200000.0,2012.0,23.0
Linus Tech Tips,Science & Technology,Linus Tech Tips,Canada,CA,Tech,Nov,15600000,7172386509.0,6542,88224000.0,22100.0,352900.0,264700.0,4200000.0,100000.0,2008.0,25.0
Juliana Baltar,Entertainment,Juliana Baltar,Brazil,BR,Entertainment,May,15600000,3869457097.0,2019,56218000.0,14100.0,224900.0,168700.0,2700000.0,100000.0,2010.0,9.0
5-Minute Crafts FAMILY,People & Blogs,5-Minute Crafts FAMILY,United States,US,Howto,Dec,15600000,6165757696.0,4245,27382000.0,6800.0,109500.0,82100.0,1300000.0,300000.0,2018.0,13.0
Blippi Espaï¿½ï,People & Blogs,Blippi Espaï¿½ï,Mexico,MX,Education,Jan,15500000,8984089026.0,598,90012000.0,22500.0,360000.0,270000.0,4300000.0,100000.0,2017.0,13.0
Super Senya,Entertainment,Super Senya,Unknown,,,Jul,15500000,5070970714.0,0,48934211.24002276,0.0,0.0,0.0,0.0,800000.0,2017.0,27.0
Katakit Baby TV,Music,Katakit Baby TV,Saudi Arabia,SA,Music,Jul,15500000,6386271870.0,220,90914000.0,22700.0,363700.0,272700.0,4400000.0,200000.0,2010.0,26.0
Infobells Bangla,Education,Infobells Bangla,India,IN,Education,Jun,15500000,7776706184.0,359,167888000.0,42000.0,671600.0,503700.0,8100000.0,300000.0,2016.0,13.0
ýýýýýýýý ýý ýýýýýýýý,Shows,ýýýýýýýý ýý ýýýýýýýý,Saudi Arabia,SA,Film,May,15500000,8265129639.0,1021,135036000.0,33800.0,540100.0,405100.0,6500000.0,300000.0,2017.0,16.0
Henrique e Juliano,Music,Henrique e Juliano,Brazil,BR,Music,Jun,15500000,14619523361.0,325,163678000.0,40900.0,654700.0,491000.0,7900000.0,100000.0,2009.0,27.0
Mr DegrEE,Science & Technology,MrDegree,United States,US,Entertainment,Mar,15500000,12880388253.0,0,56240811.94630373,0.0,0.0,0.0,0.0,10.0,2016.0,2.0
Kashvi Adlakha,Entertainment,Kashvi Adlakha,India,IN,Entertainment,Apr,15500000,12714141740.0,1525,139123000.0,34800.0,556500.0,417400.0,6700000.0,200000.0,2017.0,9.0
Talking Tom & Friends,Entertainment,Talking Tom & Friends,United States,US,Film,Oct,15500000,6396049701.0,417,27375000.0,6800.0,109500.0,82100.0,1300000.0,100000.0,2010.0,14.0
ýýýýýýýý ýýýýýýýýýýýýýý ýýýý 5 ýýýýýýýýýý,Howto & Style,ýýýýýýýý ýýýýýýýýýýýýýý ýýýý 5 ýýýýýýýýýý,Egypt,EG,Howto,Dec,15500000,4499826716.0,5183,32916000.0,8200.0,131700.0,98700.0,1600000.0,100000.0,2017.0,8.0
Harsh Beniwal,Comedy,Harsh Beniwal,India,IN,Comedy,May,15400000,1781226000.0,165,27963000.0,7000.0,111900.0,83900.0,1300000.0,100000.0,2015.0,6.0
FFUNTV,Gaming,FFUNTV,United Arab Emirates,AE,Entertainment,Jul,15400000,11513738907.0,379,80172000.0,20000.0,320700.0,240500.0,3800000.0,200000.0,2018.0,18.0
Mobile Legends: Bang Bang,Gaming,Mobile Legends: Bang Bang,United States,US,Games,Jul,15400000,1543608082.0,1647,55369000.0,13800.0,221500.0,166100.0,2700000.0,100000.0,2016.0,14.0
Roman Atwood Vlogs,People & Blogs,Roman Atwood Vlogs,United States,US,People,Aug,15400000,5469103954.0,1756,1583000.0,396.0,6300.0,4700.0,76000.0,1.0,2013.0,12.0
Mrwhosetheboss,Science & Technology,Mrwhosetheboss,United Kingdom,GB,Tech,Apr,15400000,3736069980.0,1577,167697000.0,41900.0,670800.0,503100.0,8000000.0,400000.0,2011.0,20.0
Genierock,Music,Genierock,Thailand,TH,Music,Mar,15400000,14564170905.0,1725,82798000.0,20700.0,331200.0,248400.0,4000000.0,100000.0,2008.0,9.0
zayn,Music,zayn,United States,US,Music,Jan,15400000,4909687948.0,21,36790000.0,9200.0,147200.0,110400.0,1800000.0,100000.0,2016.0,26.0
Kerajinan 5-Menit,People & Blogs,Kerajinan 5-Menit,Indonesia,ID,Howto,Nov,15400000,4750420071.0,4186,19740000.0,4900.0,79000.0,59200.0,947500.0,100000.0,2018.0,21.0
FC Barcelona,Sports,FC Barcelona,Spain,ES,Sports,Feb,15300000,2656528205.0,10988,84867000.0,21200.0,339500.0,254600.0,4100000.0,200000.0,2006.0,6.0
Dave and Ava - Nursery Rhymes and Baby Songs,Education,Dave and Ava - Nursery Rhymes and Baby Songs,United States,US,Education,Dec,15300000,10714145606.0,851,77053000.0,19300.0,308200.0,231200.0,3700000.0,1.0,2014.0,4.0
LOKESH GAMER,Gaming,LOKESH GAMER,India,IN,Games,Nov,15300000,1640078055.0,1397,5920000.0,1500.0,23700.0,17800.0,284200.0,100000.0,2017.0,16.0
ILYA BORZOV,People & Blogs,ILYA BORZOV,Russia,RU,People,Apr,15300000,9938811455.0,2175,475565000.0,118900.0,1900000.0,1400000.0,22800000.0,800000.0,2021.0,1.0
Mazhavil Manorama,Entertainment,Mazhavil Manorama,India,IN,Entertainment,Oct,15300000,16545966132.0,87864,361483000.0,90400.0,1400000.0,1100000.0,17400000.0,300000.0,2011.0,31.0
Pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,People & Blogs,Pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,India,IN,Film,Oct,15200000,857725714.0,194,65380000.0,16300.0,261500.0,196100.0,3100000.0,1300000.0,2017.0,15.0
The MriDul,Comedy,The MriDul,India,IN,Comedy,Mar,15200000,4503880875.0,106,98329000.0,24600.0,393300.0,295000.0,4700000.0,200000.0,2015.0,14.0
Niana Guerrero,Entertainment,Niana Guerrero,Philippines,PH,Entertainment,Apr,15200000,1491452935.0,443,9980000.0,2500.0,39900.0,29900.0,479000.0,100000.0,2013.0,11.0
SRK MUSIC,Music,SRK MUSIC,India,IN,Music,Mar,15200000,6391679636.0,5056,57809000.0,14500.0,231200.0,173400.0,2800000.0,200000.0,2012.0,16.0
Sony LIV,Entertainment,Sony LIV,India,IN,Entertainment,May,15200000,7151683497.0,11099,210909000.0,52700.0,843600.0,632700.0,10100000.0,300000.0,2014.0,2.0
T-Series Hamaar Bhojpuri,Entertainment,T-Series Hamaar Bhojpuri,India,IN,Music,Nov,15200000,7564652648.0,9862,105978000.0,26500.0,423900.0,317900.0,5100000.0,200000.0,2011.0,1.0
Oyuncak Avï¿,Entertainment,Oyuncak Avï¿,Turkey,TR,Entertainment,Dec,15200000,8333387785.0,654,4427000.0,1100.0,17700.0,13300.0,212500.0,300000.0,2014.0,29.0
CNN,News & Politics,CNN,United States,US,News,Oct,15200000,14198154095.0,160405,187006000.0,46800.0,748000.0,561000.0,9000000.0,100000.0,2005.0,2.0
NDTV India,News & Politics,NDTV India,India,IN,News,Jan,15200000,6624168155.0,91704,49662000.0,12400.0,198600.0,149000.0,2400000.0,100000.0,2008.0,19.0
It's Mamix,People & Blogs,It's Mamix,United States,US,People,Feb,15100000,1777072487.0,210,15984000.0,4000.0,63900.0,48000.0,767200.0,500000.0,2017.0,1.0
Kim Loaiza,Music,Kim Loaiza,Unknown,,Music,Jan,15100000,1576633086.0,18,26053000.0,6500.0,104200.0,78200.0,1300000.0,100000.0,2019.0,18.0
Daftar Populer,Education,Daftar Populer,Indonesia,ID,Entertainment,Jan,15100000,2143140898.0,3810,17231000.0,4300.0,68900.0,51700.0,827100.0,100000.0,2017.0,16.0
Musas,Howto & Style,Jordi Sala,Andorra,AD,People,Mar,15100000,2400037562.0,159,86.0,0.02,0.34,0.26,4.0,100000.0,2006.0,12.0
Ranz Kyle,People & Blogs,Ranz Kyle,Philippines,PH,Entertainment,Apr,15100000,1760131384.0,533,12376000.0,3100.0,49500.0,37100.0,594000.0,100000.0,2008.0,27.0
PowerfulJRE,People & Blogs,PowerfulJRE,United States,US,People,Jan,15100000,3060202847.0,1037,43409000.0,10900.0,173600.0,130200.0,2100000.0,200000.0,2013.0,12.0
Mariale,Howto & Style,Mariale,United States,US,Entertainment,Jan,15100000,2761547758.0,2618,11956000.0,3000.0,47800.0,35900.0,573900.0,200000.0,2010.0,6.0
Makiman131,Gaming,Makiman131,Spain,ES,Entertainment,Feb,15100000,4236036141.0,2997,5972000.0,1500.0,23900.0,17900.0,286600.0,1869.0236365387277,2013.0,12.0
Hongyu ASMR ï¿½ï¿½,People & Blogs,Hongyu ASMR ï¿½ï¿½ï,Unknown,,People,Mar,15100000,4967784343.0,1,23029249.88562684,0.0,0.0,0.0,0.0,10.0,2021.0,16.0
Mohamed Ramadan I ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,People & Blogs,Mohamed Ramadan I ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,Egypt,EG,Entertainment,Oct,15100000,5324913850.0,753,46060000.0,11500.0,184200.0,138200.0,2200000.0,100000.0,2014.0,31.0
EdisonPts,Gaming,EdisonPts,Russia,RU,Games,Jun,15100000,6668507856.0,3733,95603000.0,23900.0,382400.0,286800.0,4600000.0,100000.0,2013.0,24.0
BIGBANG,Music,BIGBANG,South Korea,KR,Music,Oct,15100000,7857371770.0,776,40806000.0,10200.0,163200.0,122400.0,2000000.0,700000.0,2005.0,10.0
Rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Comedy,Rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Argentina,AR,Comedy,Aug,15100000,9477021288.0,921,512343000.0,128100.0,2000000.0,1500000.0,24600000.0,700000.0,2016.0,2.0
ABS-CBN News,News & Politics,ABS-CBN News,Philippines,PH,News,Oct,15100000,10489367372.0,209520,181644000.0,45400.0,726600.0,544900.0,8700000.0,100000.0,2009.0,22.0
Chapitosiki,Entertainment,Chapitosiki,Russia,RU,Entertainment,Jan,15100000,13897932103.0,2717,713509000.0,178400.0,2900000.0,2100000.0,34200000.0,700000.0,2020.0,24.0
AdeleVEVO,Music,AdeleVEVO,United Kingdom,GB,Music,Oct,15100000,12413869881.0,52,84750000.0,21200.0,339000.0,254300.0,4100000.0,100000.0,2009.0,15.0
MoreAliA,Gaming,MoreAliA,United Kingdom,GB,Games,May,15000000,4352427049.0,2324,250995000.0,62700.0,1000000.0,753000.0,12000000.0,600000.0,2013.0,6.0
Chetan Monga Vlogs,People & Blogs,Chetan Monga Vlogs,India,IN,People,Aug,15000000,9924103188.0,899,113572000.0,28400.0,454300.0,340700.0,5500000.0,400000.0,2014.0,17.0
Little Angel - Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Entertainment,Little Angel - Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Brazil,BR,Education,Jan,15000000,8897705695.0,795,145478000.0,36400.0,581900.0,436400.0,7000000.0,100000.0,2018.0,26.0
League of Legends,Gaming,League of Legends,United States,US,Games,Feb,15000000,7159750970.0,1362,43133000.0,10800.0,172500.0,129400.0,2100000.0,700000.0,2009.0,9.0
TheRichest,Education,Therichest,United States,US,Games,May,15000000,2730879024.0,0,62219125.503541134,0.0,0.0,0.0,0.0,200000.0,2006.0,25.0
XpressTV,Entertainment,XpressTV,Mexico,MX,Entertainment,Nov,15000000,4008801873.0,724,33880000.0,8500.0,135500.0,101600.0,1600000.0,100000.0,2014.0,17.0
PlayStation,Gaming,PlayStation,United States,US,Games,Dec,15000000,4741434420.0,20292,41789000.0,10400.0,167200.0,125400.0,2000000.0,100000.0,2005.0,16.0
Kwebbelkop,Gaming,Kwebbelkop,United States,US,Film,Apr,15000000,6889304306.0,5198,29724000.0,7400.0,118900.0,89200.0,1400000.0,100000.0,2008.0,2.0
Republic Bharat,News & Politics,Gyani Beast,India,IN,News,Aug,15000000,7536093065.0,206,998.0,0.25,4.0,3.0,48.0,200000.0,2018.0,16.0
THE BROWN SIBLINGS,Entertainment,THE BROWN SIBLINGS,India,IN,Entertainment,Oct,15000000,8658553456.0,965,102357000.0,25600.0,409400.0,307100.0,4900000.0,200000.0,2016.0,9.0
Sony Music South,Music,Sony Music South,India,IN,Music,Aug,15000000,9978734160.0,2726,242185000.0,60500.0,968700.0,726600.0,11600000.0,300000.0,2014.0,6.0
BigSchool,Gaming,Big School,Unknown,,Film,Dec,15000000,9996133066.0,68,65520740.012557395,0.0,0.0,0.0,0.0,69323.67463799722,2020.0,2.0
Ray William Johnson,Entertainment,Ray William Johnson,United States,US,Comedy,May,15000000,10239836582.0,1803,312858000.0,78200.0,1300000.0,938600.0,15000000.0,200000.0,2008.0,26.0
KOMPASTV,News & Politics,KOMPASTV,Indonesia,ID,News,Aug,15000000,11827310821.0,269050,113064000.0,28300.0,452300.0,339200.0,5400000.0,100000.0,2013.0,23.0
ISSEI / ï¿½ï¿½ï¿½ï¿½,Comedy,ISSEI / ï¿½ï¿½ï¿½ï¿½,Japan,JP,Comedy,Jul,15000000,13562853889.0,1788,282372000.0,70600.0,1100000.0,847100.0,13600000.0,900000.0,2014.0,23.0
Zï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,Music,Zï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,Brazil,BR,Music,Apr,15000000,11506702632.0,340,182871000.0,45700.0,731500.0,548600.0,8800000.0,100000.0,2012.0,3.0
A2 Motivation by Arvind Arora,Entertainment,A2 Motivation by Arvind Arora,India,IN,Entertainment,Apr,15000000,8932038210.0,3168,130731000.0,32700.0,522900.0,392200.0,6300000.0,200000.0,2017.0,7.0
50 Cent,Music,50 Cent,United States,US,Music,Feb,14900000,10069000444.0,419,119812000.0,30000.0,479200.0,359400.0,5800000.0,100000.0,2007.0,8.0
MNCTV OFFICIAL,Entertainment,MNCTV OFFICIAL,Indonesia,ID,Entertainment,Nov,14900000,8074260978.0,66362,43581000.0,10900.0,174300.0,130700.0,2100000.0,100000.0,2012.0,29.0
ERB,Entertainment,ERB,United States,US,Entertainment,Feb,14900000,4033400167.0,86,11043000.0,2800.0,44200.0,33100.0,530100.0,300000.0,2006.0,8.0
melanie martinez,Music,melanie martinez,United States,US,Music,Nov,14900000,4395184343.0,127,56358000.0,14100.0,225400.0,169100.0,2700000.0,100000.0,2007.0,3.0
iTownGamePlay *Terror&Diversiï¿½ï,Entertainment,iTownGamePlay *Terror&Diversiï¿½ï,Spain,ES,Games,Feb,14900000,4977284539.0,8420,13857000.0,3500.0,55400.0,41600.0,665200.0,100000.0,2012.0,15.0
ýýýýýýýýýýýý8 : Thai Ch8,Entertainment,ýýýýýýýýýýýý8 : Thai Ch8,Thailand,TH,Entertainment,Oct,14900000,5549770244.0,27944,49556000.0,12400.0,198200.0,148700.0,2400000.0,100000.0,2011.0,17.0
ZutiGang,People & Blogs,ZutiGang,Unknown,,People,Mar,14900000,15913320995.0,1363,346653000.0,86700.0,1400000.0,1000000.0,16600000.0,400000.0,2021.0,5.0
ýýýýýý,People & Blogs,ýýýýýý,Russia,RU,News,Aug,14900000,439098.0,1,7697.0,2.0,31.0,23.0,369.0,100000.0,2008.0,11.0
TazerCraft,Gaming,TazerCraft,Brazil,BR,Games,Jul,14900000,5956193599.0,4175,39775000.0,9900.0,159100.0,119300.0,1900000.0,100000.0,2011.0,13.0
Bayashi TV,Entertainment,ýýýýýýýýýýýýýýýýýýBAYASHITV,Japan,JP,Autos,Nov,14900000,8615618825.0,93,2477.0,0.62,10.0,7.0,119.0,9.0,2012.0,19.0
Fueled By Ramen,Music,Fueled By Ramen,United States,US,Entertainment,Jun,14800000,13356517783.0,1210,61205000.0,15300.0,244800.0,183600.0,2900000.0,100000.0,2006.0,9.0
CrashCourse,Education,CrashCourse,United States,US,Education,May,14800000,1833519700.0,1481,7177000.0,1800.0,28700.0,21500.0,344500.0,100000.0,2006.0,20.0
MattyBRaps,Music,MattyBRaps,United States,US,Music,May,14800000,3587576784.0,195,22980000.0,5700.0,91900.0,68900.0,1100000.0,1300000.0,2010.0,31.0
Lachlan,Gaming,Lachlan,Australia,AU,Games,Mar,14800000,5269059435.0,3834,21072000.0,5300.0,84300.0,63200.0,1000000.0,200000.0,2013.0,19.0
ýýýýýýýý ýýýýýýýý,Howto & Style,ýýýýýýýý ýýýýýýýý,Ukraine,UA,Howto,Oct,14800000,7018015062.0,2387,47117000.0,11800.0,188500.0,141400.0,2300000.0,300000.0,2015.0,12.0
Meghan Trainor,People & Blogs,Meghan Trainor,United States,US,Music,Jun,14800000,8649303688.0,233,51645000.0,12900.0,206600.0,154900.0,2500000.0,200000.0,2008.0,4.0
Jorge & Mateus Oficial,Music,Jorge & Mateus Oficial,Brazil,BR,Music,Jul,14800000,9076642765.0,318,88120000.0,22000.0,352500.0,264400.0,4200000.0,100000.0,2008.0,29.0
Major Lazer Official,Music,MajorLazerOfficial,Unknown,,,Jun,14800000,9383431376.0,0,236266865.97891176,0.0,0.0,0.0,0.0,100000.0,2013.0,14.0
Beast Philanthropy,People & Blogs,Beast Philanthropy,Germany,DE,Games,Jan,14800000,272678287.0,34,37883.0,9.0,152.0,114.0,1800.0,3580.0,2015.0,31.0
Filaretiki,unknown,Filaretiki,United States,US,People,Mar,14800000,15788208522.0,2222,1203000000.0,300800.0,4800000.0,3600000.0,57800000.0,1700000.0,2021.0,24.0
5-Minute Crafts Recycle,People & Blogs,5-Minute Crafts Recycle,United States,US,Howto,Jun,14800000,8866012877.0,3867,53181000.0,13300.0,212700.0,159500.0,2600000.0,200000.0,2019.0,7.0
ýýýýýýýýýý ýýýýýýýýýýýý,Entertainment,ýýýýýýýýýý ýýýýýýýýýýýý,Saudi Arabia,SA,Entertainment,May,14700000,2230986039.0,1385,2694000.0,673.0,10800.0,8100.0,129300.0,200000.0,2016.0,27.0
Maha Fun Tv,Entertainment,Maha Fun Tv,United States,US,Entertainment,Sep,14700000,1321380490.0,85,4781000.0,1200.0,19100.0,14300.0,229500.0,200000.0,2017.0,5.0
Canal Nostalgia,Entertainment,Canal Nostalgia TV,Spain,ES,Entertainment,Feb,14700000,1506796393.0,554,226420.0,57.0,906.0,679.0,10900.0,600.0,2010.0,19.0
The Slow Mo Guys,Entertainment,The Slow Mo Guys,United States,US,Education,Aug,14700000,2465473772.0,317,18978000.0,4700.0,75900.0,56900.0,911000.0,32.924493123160616,2010.0,15.0
StudyIQ IAS,Education,StudyIQ IAS,India,IN,Education,Jun,14700000,4029253667.0,43564,74483000.0,18600.0,297900.0,223400.0,3600000.0,200000.0,2015.0,22.0
Chad Wild Clay,Comedy,Chad Wild Clay,United States,US,Entertainment,Mar,14700000,6751985988.0,698,36338000.0,9100.0,145400.0,109000.0,1700000.0,100000.0,2006.0,26.0
CollegeHumor,Comedy,CollegeHumor,United States,US,Comedy,Oct,14700000,7255848125.0,4340,55583000.0,0.0,0.0,0.0,0.0,600000.0,2006.0,9.0
Netflix Jr.,Education,Netflix Jr.,United States,US,Education,Jan,14700000,8882319696.0,1996,79402000.0,19900.0,317600.0,238200.0,3800000.0,100000.0,2012.0,28.0
Colors Rishtey,Entertainment,Colors Rishtey,India,IN,Entertainment,Nov,14700000,12362331529.0,23490,347603000.0,86900.0,1400000.0,1000000.0,16700000.0,400000.0,2013.0,28.0
ABC News,News & Politics,ABC News,United States,US,News,Aug,14700000,12961669452.0,80830,185709000.0,46400.0,742800.0,557100.0,8900000.0,100000.0,2006.0,7.0
Camila Loures,Music,Camila Loures,Brazil,BR,Entertainment,May,14700000,4684983333.0,3978,40975000.0,10200.0,163900.0,122900.0,2000000.0,100000.0,2014.0,27.0
Doc Tops,Entertainment,Doc Tops,Ecuador,EC,Entertainment,Dec,14600000,2613197447.0,490,16409000.0,4100.0,65600.0,49200.0,787600.0,100000.0,2014.0,29.0
Auron,People & Blogs,Auron,Spain,ES,Games,Dec,14600000,3337074920.0,961,60568000.0,15100.0,242300.0,181700.0,2900000.0,100000.0,2013.0,12.0
Jesser,Gaming,Jesser,United States,US,Entertainment,Jul,14600000,3603556207.0,1244,92594000.0,23100.0,370400.0,277800.0,4400000.0,400000.0,2012.0,9.0
Planeta das Gï¿½ï¿½,People & Blogs,Planeta das Gï¿½ï¿½,Brazil,BR,Entertainment,Nov,14600000,4622581344.0,951,10547000.0,2600.0,42200.0,31600.0,506300.0,900000.0,2015.0,21.0
PrestonPlayz,Gaming,Preston,United States,US,Entertainment,Jul,14600000,5766647017.0,4009,151697000.0,37900.0,606800.0,455100.0,7300000.0,200000.0,2012.0,4.0
Martin Garrix,Music,Martin Garrix,United States,US,Music,Jan,14600000,6017932195.0,365,35528000.0,8900.0,142100.0,106600.0,1700000.0,200000.0,2011.0,15.0
O Reino Infantil,Music,O Reino Infantil,Brazil,BR,Music,Aug,14600000,11182302317.0,1206,109865000.0,27500.0,439500.0,329600.0,5300000.0,100000.0,2014.0,19.0
Fifth Harmony,Music,Fifth Harmony,United States,US,Music,Feb,14600000,7952268926.0,67,37632000.0,9400.0,150500.0,112900.0,1800000.0,500000.0,2013.0,21.0
Mis Pastelitos,Howto & Style,Mis Pastelitos,Mexico,MX,Music,Jun,14600000,2750902766.0,603,50677000.0,12700.0,202700.0,152000.0,2400000.0,100000.0,2014.0,24.0
Noman Official,Comedy,Noman Official,India,IN,Film,Oct,14600000,5525773746.0,560,139116000.0,34800.0,556500.0,417300.0,6700000.0,500000.0,2019.0,28.0
LEGENDA FUNK,Music,LegendaFUNK,Brazil,BR,Music,,14500000,2440718089.0,0,195239133.17221856,0.0,0.0,0.0,0.0,100000.0,,
Like Nastya Stories,Entertainment,Like Nastya Stories,United States,US,Entertainment,Sep,14500000,6944967581.0,479,29941000.0,7500.0,119800.0,89800.0,1400000.0,200000.0,2019.0,9.0
