Youtuber,category,Title,Country,Abbreviation,channel_type,created_month,subscribers,video views,uploads,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,created_date
Peppa Pig - Official Channel,Film & Animation,Peppa Pig - Official Channel,United Kingdom,GB,Education,Oct,31400000,22919271731.0,3589,244925000.0,61200.0,979700.0,734800.0,11800000.0,300000.0,2013.0,9.0
YOLO AVENTURAS,People & Blogs,YOLO AVENTURAS,Venezuela,VE,Comedy,Dec,31200000,9673649438.0,65,3589.0,0.9,14.0,11.0,172.0,100.0,2018.0,16.0
The Tonight Show Starring Jimmy Fallon,Comedy,The Tonight Show Starring Jimmy Fallon,United States,US,Comedy,Jan,31200000,17111726160.0,8976,22511000.0,0.0,0.0,0.0,0.0,100000.0,2006.0,8.0
TheDonato,Entertainment,TheDonato,Argentina,AR,Games,Feb,31200000,6187804950.0,3027,190679000.0,47700.0,762700.0,572000.0,9200000.0,1900000.0,2015.0,17.0
ImagineDragons,Music,ImagineDragons,United States,US,Music,Aug,30700000,16793072362.0,92,188837000.0,47200.0,755300.0,566500.0,9100000.0,100000.0,2009.0,3.0
Diana and Roma ESP,unknown,Diana and Roma ESP,United States,US,Entertainment,Nov,30700000,12355992466.0,578,102998000.0,25700.0,412000.0,309000.0,4900000.0,200000.0,2016.0,27.0
Round2hell,Comedy,Round2hell,India,IN,Entertainment,Oct,30700000,3145161634.0,67,31822000.0,8000.0,127300.0,95500.0,1500000.0,300000.0,2016.0,20.0
Zee News,News & Politics,Zee News,India,IN,News,Jun,30500000,16709857823.0,180092,461472000.0,115400.0,1800000.0,1400000.0,22200000.0,600000.0,2007.0,19.0
AboFlah,Gaming,AboFlah,Kuwait,KW,Entertainment,Jul,30500000,4521573939.0,641,157908000.0,39500.0,631600.0,473700.0,7600000.0,1300000.0,2016.0,28.0
AH,Entertainment,AH,Indonesia,ID,Entertainment,Jan,30400000,4332274962.0,2197,21440000.0,5400.0,85800.0,64300.0,1000000.0,1000000.0,2014.0,26.0
Trap Nation,Music,Trap Nation,United States,US,Music,Sep,30400000,14037426379.0,2725,45822000.0,11500.0,183300.0,137500.0,2200000.0,200000.0,2012.0,23.0
ýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,unknown,ýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,United States,US,Entertainment,Nov,30400000,17999961915.0,532,122926000.0,30700.0,491700.0,368800.0,5900000.0,300000.0,2018.0,3.0
Boram Tube Vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,Entertainment,Boram Tube Vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,United States,US,Entertainment,Feb,30300000,13546549817.0,223,22724000.0,5700.0,90900.0,68200.0,1100000.0,100000.0,2012.0,21.0
Adele,Music,Adele,United Kingdom,GB,Music,Apr,30200000,14199108016.0,15,137099000.0,34300.0,548400.0,411300.0,6600000.0,100000.0,2008.0,4.0
Talking Tom,Comedy,TalkingTom,United States,US,Entertainment,Jun,30200000,15199330166.0,2,90740904.15863581,0.0,0.0,0.0,0.0,100000.0,2008.0,27.0
ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,Entertainment,ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,Jordan,JO,Music,Nov,30200000,27684955537.0,3254,116434000.0,29100.0,465700.0,349300.0,5600000.0,100000.0,2008.0,24.0
Frost Diamond,Gaming,frostdiamond,Unknown,,,Aug,30100000,7277493940.0,0,95817446.07022336,0.0,0.0,0.0,0.0,6.0,2006.0,10.0
Spinnin' Records,Music,Spinnin' Records,Netherlands,NL,Music,Jul,30100000,19607009165.0,11501,100040000.0,25000.0,400200.0,300100.0,4800000.0,100000.0,2007.0,12.0
Little Angel: Nursery Rhymes & Kids Songs,Education,Little Angel: Nursery Rhymes & Kids Songs,United States,US,Education,Dec,30100000,22593193994.0,1349,107525000.0,26900.0,430100.0,322600.0,5200000.0,3108762.930278658,2015.0,14.0
jacksepticeye,Gaming,jacksepticeye,Unknown,,Games,Feb,30100000,16246625836.0,5114,40425000.0,10100.0,161700.0,121300.0,1900000.0,100000.0,2007.0,24.0
Shawn Mendes,Music,Shawn Mendes,Canada,CA,Music,Jan,30000000,12831200855.0,133,88749000.0,22200.0,355000.0,266200.0,4300000.0,300000.0,2011.0,19.0
ashish chanchlani vines,Comedy,ashish chanchlani vines,India,IN,Comedy,Jul,29800000,4457913639.0,151,26171000.0,6500.0,104700.0,78500.0,1300000.0,100000.0,2009.0,6.0
Ultra Records,Music,Ultra Records,United States,US,Music,Oct,29600000,17208027242.0,4903,81884000.0,20500.0,327500.0,245700.0,3900000.0,200000.0,2006.0,24.0
Popular on YouTube,unknown,Popular on Youtube,Unknown,,Education,Aug,29300000,0.0,3,1.0,0.0,0.0,0.0,0.05,100000.0,2017.0,7.0
Maluma,Music,MaLuMa,Argentina,AR,People,Oct,29300000,21226945136.0,14,15.0,0.0,0.06,0.05,0.72,200000.0,2015.0,31.0
Zhong,Entertainment,Zhong,United States,US,Entertainment,Jan,29200000,14727238483.0,1513,180519000.0,0.0,0.0,0.0,0.0,1000000.0,2015.0,19.0
Enaldinho,Comedy,Enaldinho,Brazil,BR,Games,Nov,29200000,11627437847.0,3654,303100000.0,75800.0,1200000.0,909300.0,14500000.0,1000000.0,2012.0,7.0
AuronPlay,Comedy,AuronPlay,Spain,ES,Comedy,Feb,29200000,4079141673.0,404,12143000.0,3000.0,48600.0,36400.0,582900.0,600000.0,2006.0,28.0
Shorts Break,Comedy,shorts break,Unknown,,,Jan,29000000,19466238065.0,42,60805.0,15.0,243.0,182.0,2900.0,151.0,2021.0,28.0
infobells - Tamil,Education,infobells - Tamil,India,IN,Education,Mar,28900000,17930570614.0,555,109828000.0,27500.0,439300.0,329500.0,5300000.0,200000.0,2014.0,13.0
Aditya Music India,Music,Aditya Music,Unknown,,Music,Dec,28500000,25857994495.0,0,1238874.619822847,0.0,0.0,0.0,0.0,200000.0,2010.0,16.0
The Late Late Show with James Corden,Entertainment,The Late Late Show with James Corden,United States,US,Entertainment,Nov,28400000,9956764048.0,5809,26435000.0,6600.0,105700.0,79300.0,1300000.0,300000.0,2006.0,21.0
Aditya Movies,Movies,Aditya Movies,India,IN,Film,Feb,28400000,10062770060.0,5436,227355000.0,56800.0,909400.0,682100.0,10900000.0,500000.0,2012.0,23.0
Masha y el Oso,Film & Animation,Masha y El oso,Unknown,,,Jul,28300000,13577142726.0,6,2.0,0.0,0.01,0.01,0.1,100000.0,2019.0,21.0
infobells - Telugu,Education,infobells - Telugu,India,IN,Education,Mar,28300000,14814192034.0,505,288110000.0,72000.0,1200000.0,864300.0,13800000.0,800000.0,2014.0,13.0
HUM TV,Entertainment,HUM TV,Pakistan,PK,Entertainment,May,28300000,23844936965.0,106983,684860000.0,171200.0,2700000.0,2100000.0,32900000.0,700000.0,2011.0,25.0
Shemaroo Movies,Entertainment,Shemaroo Movies,India,IN,Film,Mar,28200000,7600740993.0,3009,184966000.0,46200.0,739900.0,554900.0,8900000.0,500000.0,2011.0,1.0
Michael Jackson,Music,Michael Jackson,United States,US,Music,Jun,28200000,14412474625.0,15,158591000.0,39600.0,634400.0,475800.0,7600000.0,200000.0,2005.0,22.0
Drake,Music,drake,Unknown,,Film,Sep,28100000,15318895118.0,3,31.0,0.01,0.12,0.09,1.0,1.0,2005.0,23.0
Goldmines Dishoom,Film & Animation,Goldmines Dishoom,Unknown,,Film,Nov,28000000,8603468420.0,3878,129211000.0,32300.0,516800.0,387600.0,6200000.0,400000.0,2016.0,26.0
Sandeep Maheshwari,People & Blogs,Sandeepmaheshwari,Singapore,SG,,Jan,27800000,2303069221.0,0,100.81843246687777,0.0,0.0,0.0,0.0,1.0,2008.0,2.0
Bounce Patrol - Kids Songs,Music,Bounce Patrol - Kids Songs,Australia,AU,Music,Jan,27800000,21037851468.0,292,127441000.0,31900.0,509800.0,382300.0,6100000.0,100000.0,2013.0,1.0
toycantando,Music,toycantando,Colombia,CO,Music,Jul,27700000,15777682516.0,619,173836000.0,43500.0,695300.0,521500.0,8300000.0,200000.0,2009.0,7.0
MrBeast 2,People & Blogs,Leaux Pass,United States,US,Music,Jun,27500000,4552581106.0,27,649.0,0.0,0.0,0.0,0.0,900000.0,2011.0,23.0
Wiz Khalifa,Music,Wiz Khalifa,United States,US,Music,May,27500000,13379395501.0,682,90450000.0,22600.0,361800.0,271300.0,4300000.0,100000.0,2008.0,9.0
JYP Entertainment,Music,JYP Entertainment,South Korea,KR,Music,Jan,27400000,19883150017.0,1753,307631000.0,76900.0,1200000.0,922900.0,14800000.0,200000.0,2008.0,25.0
ýýý Kids Roma Show,People & Blogs,ýýý Kids Roma Show,United States,US,Entertainment,May,27400000,10336420490.0,642,175844000.0,44000.0,703400.0,527500.0,8400000.0,400000.0,2015.0,12.0
DanTDM,Gaming,DanTDM,United Kingdom,GB,Games,Jul,27400000,19417887510.0,3664,78668000.0,19700.0,314700.0,236000.0,3800000.0,500000.0,2012.0,14.0
Nick Jr.,Film & Animation,Nick Jr.,United States,US,Entertainment,Sep,27300000,22440611155.0,5438,42546000.0,10600.0,170200.0,127600.0,2000000.0,200000.0,2012.0,27.0
Crazy XYZ,Entertainment,Crazy XYZ,India,IN,Tech,Sep,27300000,7705492350.0,1259,102235000.0,25600.0,408900.0,306700.0,4900000.0,100000.0,2017.0,10.0
ToyPuddingTV,Entertainment,ToyPudding TV[ï¿½ï¿½ï¿½ï¿½ï,Unknown,,People,Jun,27100000,15916882228.0,2,14.0,0.0,0.06,0.04,0.67,100000.0,2017.0,7.0
Dushyant kukreja,Entertainment,Dushyant kukreja,India,IN,Entertainment,Sep,27100000,17318452893.0,889,429692000.0,107400.0,1700000.0,1300000.0,20600000.0,700000.0,2015.0,26.0
Gulshan Kalra,Howto & Style,Gulshan Kalra,Unknown,,Howto,Apr,27100000,12732444881.0,545,502779000.0,125700.0,2000000.0,1500000.0,24100000.0,1300000.0,2018.0,9.0
Brent Rivera,Comedy,Brent Rivera,United States,US,Entertainment,Aug,27000000,6570935979.0,554,144453000.0,36100.0,577800.0,433400.0,6900000.0,300000.0,2009.0,1.0
Renato Garcia YT,Entertainment,Renato Garcia YT,Brazil,BR,Entertainment,Sep,26900000,7938616641.0,3956,82912000.0,20700.0,331600.0,248700.0,4000000.0,200000.0,2011.0,29.0
Beast Reacts,People & Blogs,Beast Reacts,United States,US,Entertainment,Apr,26700000,4388047013.0,241,276187000.0,69000.0,1100000.0,828600.0,13300000.0,1200000.0,2016.0,24.0
enchufetv,Comedy,enchufetv,Colombia,CO,Comedy,Nov,26700000,10317306313.0,975,24363000.0,6100.0,97500.0,73100.0,1200000.0,1300000.0,2011.0,13.0
Netflix,Entertainment,Netflix,United States,US,Entertainment,Jul,26700000,7173668905.0,6471,118226000.0,29600.0,472900.0,354700.0,5700000.0,200000.0,2012.0,17.0
Raffy Tulfo in Action,News & Politics,Raffy Tulfo in Action,Philippines,PH,News,Apr,26500000,15065753455.0,10022,163130000.0,40800.0,652500.0,489400.0,7800000.0,300000.0,2016.0,20.0
WORLDSTARHIPHOP,Music,WORLDSTARHIPHOP,United States,US,Music,Nov,26500000,20358117330.0,6873,89098000.0,22300.0,356400.0,267300.0,4300000.0,500000.0,2008.0,8.0
Goldmines Bollywood,Film & Animation,Goldmines Bollywood,India,IN,Film,Jul,26400000,8595760553.0,3622,99677000.0,24900.0,398700.0,299000.0,4800000.0,400000.0,2015.0,22.0
Alan Chikin Chow,Comedy,Alan Chikin Chow,United States,US,Comedy,Feb,26400000,27006526665.0,865,1046000000.0,261500.0,4200000.0,3100000.0,50200000.0,1300000.0,2020.0,3.0
PANDA BOI,Entertainment,PANDA BOI,Italy,IT,Entertainment,Dec,26400000,17211600007.0,967,1225000000.0,306400.0,4900000.0,3700000.0,58800000.0,2000000.0,2020.0,5.0
BB Ki Vines,Entertainment,BB Ki Vines,India,IN,Entertainment,Jun,26300000,4749833967.0,190,17264000.0,4300.0,69100.0,51800.0,828600.0,500000.0,2015.0,20.0
D Billions,unknown,D Billions,United States,US,Entertainment,Jul,26200000,31977463002.0,775,487076000.0,121800.0,1900000.0,1500000.0,23400000.0,200000.0,2019.0,27.0
Junya.ï¿½ï¿½ï¿½ï¿½,Entertainment,Junya.ï¿½ï¿½ï¿½ï¿½,Japan,JP,Entertainment,Sep,26200000,16097531087.0,5985,721848000.0,180500.0,2900000.0,2200000.0,34600000.0,1100000.0,2020.0,14.0
Smosh,Comedy,Smosh,United States,US,Comedy,Nov,26100000,10435474336.0,1619,68156000.0,17000.0,272600.0,204500.0,3300000.0,400000.0,2005.0,19.0
1MILLION Dance Studio,Entertainment,1MILLION Dance Studio,Saudi Arabia,SA,Music,Jul,26100000,7886440199.0,0,1453203824.5619678,0.0,0.0,0.0,0.0,200000.0,2019.0,13.0
NichLmao,People & Blogs,NichLmao,Unknown,,People,Sep,26000000,14101010609.0,868,606362000.0,151600.0,2400000.0,1800000.0,29100000.0,1100000.0,2018.0,25.0
Beyoncï¿,Music,Beyoncï¿,United States,US,Music,Nov,26000000,17308961985.0,240,55454000.0,13900.0,221800.0,166400.0,2700000.0,100000.0,2005.0,7.0
Marï¿½ï¿½ï¿½ï¿½ï¿½,Music,mariliamendonca,Unknown,,Music,Jun,26000000,18597534412.0,1,3.0,0.0,0.01,0.01,0.14,3.0,2008.0,14.0
Indosiar,Music,Indosiar,Indonesia,ID,Entertainment,Sep,25900000,11372071889.0,65286,230183000.0,57500.0,920700.0,690500.0,11000000.0,600000.0,2013.0,23.0
VanossGaming,Gaming,VanossGaming,Canada,CA,Games,Sep,25800000,15541421838.0,1762,54947000.0,13700.0,219800.0,164800.0,2600000.0,584956.2593983819,2011.0,15.0
David Guetta,Music,David Guetta,United States,US,Music,Dec,25700000,17793809548.0,749,164215000.0,41100.0,656900.0,492600.0,7900000.0,100000.0,2009.0,11.0
LosPolinesios,People & Blogs,LosPolinesios,Mexico,MX,People,Dec,25700000,7466926260.0,982,30501000.0,7600.0,122000.0,91500.0,1500000.0,100000.0,2012.0,16.0
Nicki Minaj,Music,Nicki Minaj,United States,US,Music,Aug,25700000,10242981063.0,42,103631000.0,25900.0,414500.0,310900.0,5000000.0,100000.0,2013.0,28.0
Fede Vigevani,Howto & Style,Fede Vigevani,Unknown,,,Aug,25600000,7962725960.0,0,2.0,0.0,0.0,0.0,0.0,2.0,2019.0,1.0
TaylorSwiftVEVO,Music,TaylorSwiftVEVO,United States,US,Music,May,25600000,25592378292.0,287,318593000.0,79600.0,1300000.0,955800.0,15300000.0,100000.0,2009.0,12.0
ZHC,Film & Animation,zhc,Unknown,,Entertainment,Jan,25500000,2726917087.0,5,20.0,0.01,0.08,0.06,0.96,4.0,2006.0,24.0
Post Malone,Music,Post Malone,United States,US,Music,Dec,25500000,14401218086.0,78,195499000.0,48900.0,782000.0,586500.0,9400000.0,100000.0,2011.0,15.0
Rans Entertainment,People & Blogs,Rans Entertainment,Indonesia,ID,Entertainment,Dec,25400000,6430853035.0,3716,58487000.0,14600.0,233900.0,175500.0,2800000.0,100000.0,2015.0,27.0
LankyBox,Comedy,LankyBox,United States,US,Games,Jul,25400000,34300482066.0,8775,815341000.0,203800.0,3300000.0,2400000.0,39100000.0,600000.0,2016.0,30.0
Coldplay,Music,Coldplay,United Kingdom,GB,Music,Jan,25300000,17331663193.0,398,198875000.0,49700.0,795500.0,596600.0,9500000.0,100000.0,2010.0,3.0
Las Ratitas,People & Blogs,LAS RATITAS,Unknown,,People,May,25200000,9602246828.0,4,11.0,0.0,0.04,0.03,0.53,100000.0,2019.0,31.0
WB Kids,People & Blogs,WB Kids,United States,US,Film,Mar,25200000,11081602368.0,2025,140319000.0,35100.0,561300.0,421000.0,6700000.0,300000.0,2015.0,31.0
ABPLIVE,People & Blogs,ABPLIVE,Unknown,,People,Jul,25200000,7968363381.0,12,2.0,0.0,0.01,0.01,0.1,200000.0,2014.0,26.0
Chris Brown,Music,ChrisBrown,Unknown,,,,25200000,15520569496.0,0,110792163.72281627,0.0,0.0,0.0,0.0,400000.0,,
The Lallantop,News & Politics,The Lallantop,India,IN,News,Mar,25200000,10409352249.0,51129,273920000.0,68500.0,1100000.0,821800.0,13100000.0,300000.0,2015.0,23.0
RihannaVEVO,Music,RihannaVEVO,United States,US,Music,May,25100000,19458807708.0,118,94246000.0,23600.0,377000.0,282700.0,4500000.0,700000.0,2009.0,12.0
WatchMojo.com,Music,WatchMojo.com,Canada,CA,Entertainment,Jan,25100000,16357064198.0,24837,49009000.0,12300.0,196000.0,147000.0,2400000.0,100000.0,2007.0,25.0
TRANS7 OFFICIAL,Entertainment,TRANS7 OFFICIAL,Indonesia,ID,Entertainment,Sep,25000000,14169516119.0,89179,123189000.0,30800.0,492800.0,369600.0,5900000.0,100000.0,2014.0,4.0
Anuel AA,Music,Anuel AA,Colombia,CO,Music,Sep,25000000,14827085149.0,147,284144000.0,71000.0,1100000.0,852400.0,13600000.0,300000.0,2016.0,8.0
Dan Rhodes,Entertainment,Dan Rhodes,United Kingdom,GB,Entertainment,Oct,24800000,17387583720.0,1644,331889000.0,83000.0,1300000.0,995700.0,15900000.0,500000.0,2015.0,30.0
Yuya,Howto & Style,Yuya,Mexico,MX,Howto,Sep,24800000,2588501115.0,672,336291.0,84.0,1300.0,1000.0,16100.0,100000.0,2009.0,20.0
America's Got Talent,Entertainment,America's Got Talent,United States,US,Entertainment,Jun,24800000,3699352704.0,1894,134412000.0,33600.0,537600.0,403200.0,6500000.0,400000.0,2006.0,29.0
mujjuu___14,People & Blogs,mujjuu___14,Unknown,,People,May,24800000,14655527943.0,872,400222000.0,100100.0,1600000.0,1200000.0,19200000.0,900000.0,2020.0,18.0
EminemVEVO,Music,EminemVEVO,United States,US,Music,May,24700000,20531704527.0,104,139443000.0,34900.0,557800.0,418300.0,6700000.0,100000.0,2009.0,12.0
Chloe Ting,Howto & Style,Chloe Ting,Australia,AU,Howto,Aug,24700000,2994726412.0,412,23263000.0,5800.0,93100.0,69800.0,1100000.0,100000.0,2011.0,17.0
KatyPerryVEVO,Music,KatyPerryVEVO,United States,US,Music,Dec,24600000,23755792542.0,175,88940000.0,22200.0,355800.0,266800.0,4300000.0,100000.0,2009.0,13.0
Mark Rober,Science & Technology,Mark Rober,United States,US,Tech,Oct,24600000,3647987299.0,120,88625000.0,22200.0,354500.0,265900.0,4300000.0,200000.0,2011.0,20.0
1theK (ï¿½ï¿½ï¿½ï¿½ï,Music,1theK (ï¿½ï¿½ï¿½ï¿½ï,South Korea,KR,Entertainment,Jan,24500000,23962070944.0,18950,105567000.0,26400.0,422300.0,316700.0,5100000.0,100000.0,2011.0,31.0
Like Nastya AE,Entertainment,Like Nastya AE,United States,US,Entertainment,Dec,24400000,12385924995.0,658,169865000.0,42500.0,679500.0,509600.0,8200000.0,400000.0,2018.0,19.0
Amit Bhadana,Entertainment,Amit Bhadana,Unknown,,People,Dec,24300000,2380248899.0,17,5.0,0.0,0.02,0.02,0.24,100000.0,2009.0,31.0
Pen Movies,Film & Animation,Pen Movies,India,IN,Film,Mar,24300000,6608773195.0,1667,94853000.0,23700.0,379400.0,284600.0,4600000.0,300000.0,2014.0,25.0
MrBeast en Espaï¿½ï,Entertainment,MrBeast en Espaï¿½ï,Mexico,MX,Entertainment,Jul,24200000,2700914170.0,67,33590000.0,8400.0,134400.0,100800.0,1600000.0,100000.0,2021.0,9.0
shfa show India,unknown,shfa show India,United Arab Emirates,AE,People,Apr,24200000,15724160183.0,469,151208000.0,37800.0,604800.0,453600.0,7300000.0,200000.0,2019.0,1.0
Super JoJo - Nursery Rhymes & Kids Songs,unknown,Super JoJo - Nursery Rhymes & Kids Songs,United States,US,Education,May,24100000,329774870.0,36,328503000.0,82100.0,1300000.0,985500.0,15800000.0,100000.0,2019.0,31.0
Alejo Igoa,Comedy,Alejo Igoa,Argentina,AR,Entertainment,Jan,24100000,10999000479.0,802,401512000.0,100400.0,1600000.0,1200000.0,19300000.0,600000.0,2014.0,17.0
Daniel LaBelle,Comedy,Daniel LaBelle,Unknown,,Comedy,Mar,24100000,12916159065.0,287,398765000.0,99700.0,1600000.0,1200000.0,19100000.0,700000.0,2009.0,11.0
netd mï¿½ï¿,Music,netd mï¿½ï¿,Turkey,TR,Music,Jan,24100000,56106087508.0,23491,424815000.0,106200.0,1700000.0,1300000.0,20400000.0,200000.0,2014.0,23.0
DJ Snake,Music,DJ Snake,United States,US,Music,Sep,24100000,8425505919.0,252,63293000.0,15800.0,253200.0,189900.0,3000000.0,700000.0,2008.0,24.0
Diana and Roma ARA,unknown,Diana and Roma ARA,United States,US,Entertainment,Feb,24100000,11041261296.0,590,66884000.0,16700.0,267500.0,200700.0,3200000.0,200000.0,2019.0,1.0
KSI,Entertainment,KSI,United Kingdom,GB,Music,Jul,24100000,6002166932.0,1252,5439000.0,1400.0,21800.0,16300.0,261100.0,1000000.0,2009.0,25.0
Spider Slack,Comedy,Spider Slack,Brazil,BR,Comedy,May,24000000,13943030228.0,901,761451000.0,190400.0,3000000.0,2300000.0,36500000.0,1100000.0,2020.0,18.0
Goldmines Movies,Film & Animation,Ti Ti,Unknown,,People,Apr,24000000,5652938599.0,3,3.0,0.0,0.01,0.01,0.14,1716500.815813356,2018.0,30.0
Preston,Gaming,Preston,United States,US,Entertainment,Jul,24000000,8279004442.0,4009,151697000.0,37900.0,606800.0,455100.0,7300000.0,200000.0,2012.0,4.0
James Charles,Entertainment,James Charles,United States,US,Entertainment,Dec,23900000,4067878931.0,505,58126000.0,14500.0,232500.0,174400.0,2800000.0,100000.0,2015.0,1.0
Collins Key,Entertainment,Collins Key,United States,US,Entertainment,Aug,23900000,6582932625.0,257,10853000.0,2700.0,43400.0,32600.0,520900.0,10.448323421289231,2011.0,9.0
Diana and Roma EN,People & Blogs,Diana and Roma EN,United States,US,Entertainment,Dec,23900000,7213499085.0,511,177769000.0,44400.0,711100.0,533300.0,8500000.0,300000.0,2011.0,22.0
Venus Entertainment,Entertainment,Venus Entertainment,Unknown,,Entertainment,May,23800000,5663125358.0,70,31633.0,8.0,127.0,95.0,1500.0,600000.0,2016.0,17.0
Troom Troom,Howto & Style,Troom Troom,United States,US,Howto,Sep,23800000,10414479943.0,2425,98052000.0,24500.0,392200.0,294200.0,4700000.0,100000.0,2015.0,12.0
Enrique Iglesias,Music,Enrique Iglesias,United States,US,Music,Apr,23800000,17688774915.0,443,122914000.0,30700.0,491700.0,368700.0,5900000.0,100000.0,2007.0,12.0
Ninja,Gaming,Ninja,United States,US,Games,Nov,23700000,2543809954.0,1732,8368000.0,2100.0,33500.0,25100.0,401700.0,100000.0,2011.0,11.0
FaZe Rug,Gaming,FaZeRug,Canada,CA,Games,Nov,23700000,7451792132.0,0,31.71105910723871,0.0,0.0,0.0,0.0,1.0,2012.0,30.0
Mister Max,People & Blogs,Mister Max,United Kingdom,GB,Entertainment,Sep,23700000,15510153803.0,1099,32817000.0,8200.0,131300.0,98400.0,1600000.0,100000.0,2014.0,22.0
That Little Puff,Pets & Animals,That Little Puff,United States,US,Animals,Aug,23700000,20289689389.0,769,755054000.0,188800.0,3000000.0,2300000.0,36200000.0,1100000.0,2020.0,29.0
NickyJamTV,Music,NickyJamTV,Unknown,,Music,Jan,23600000,15901824841.0,392,77927000.0,19500.0,311700.0,233800.0,3700000.0,100000.0,2012.0,10.0
Juan De Dios Pantoja,Entertainment,Juan De Dios Pantoja,Mexico,MX,People,Jun,23600000,2135644776.0,226,46862000.0,11700.0,187400.0,140600.0,2200000.0,200000.0,2014.0,9.0
Logan Paul,Entertainment,Logan Paul,United States,US,Entertainment,Aug,23600000,5994002464.0,719,10803000.0,2700.0,43200.0,32400.0,518600.0,100000.0,2015.0,29.0
Maya and Mary,Entertainment,Maya and Mary,United States,US,Entertainment,Aug,23600000,6766461070.0,552,44542000.0,11100.0,178200.0,133600.0,2100000.0,400000.0,2013.0,30.0
Peppa Pig Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Film & Animation,Peppa Pig Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,United Kingdom,GB,Film,Jul,23600000,7920637200.0,1251,53589000.0,13400.0,214400.0,160800.0,2600000.0,100000.0,2014.0,28.0
Jelly,Gaming,Jelly,United Kingdom,GB,Games,May,23500000,14777034543.0,6066,41669000.0,10400.0,166700.0,125000.0,2000000.0,100000.0,2014.0,27.0
Miss Katy,People & Blogs,Miss Katy,United Kingdom,GB,Entertainment,Nov,23500000,14696994366.0,1044,59629000.0,14900.0,238500.0,178900.0,2900000.0,300000.0,2014.0,17.0
Tilak,Film & Animation,Tilak,India,IN,Film,Oct,23400000,9465863821.0,6672,367347000.0,91800.0,1500000.0,1100000.0,17600000.0,900000.0,2020.0,10.0
Valentina Pontes ofc,Film & Animation,Valentina Pontes ofc,Brazil,BR,Entertainment,Apr,23400000,7926899136.0,1291,28285000.0,7100.0,113100.0,84900.0,1400000.0,200000.0,2014.0,14.0
Sesame Street,Entertainment,Sesame Street,United States,US,Entertainment,Jan,23300000,22471357411.0,3657,124187000.0,31000.0,496700.0,372600.0,6000000.0,100000.0,2006.0,16.0
Happy Lives,Science & Technology,Happy Lives,United States,US,Entertainment,Mar,23200000,2634.0,1,6589000000.0,0.0,0.0,0.0,0.0,100000.0,2016.0,15.0
Lady Gaga,People & Blogs,Lady Gaga,United States,US,Music,May,23200000,15751661213.0,172,143169000.0,35800.0,572700.0,429500.0,6900000.0,100000.0,2008.0,15.0
Akshay Nagwadiya,Entertainment,Akshay Nagwadiya,Unknown,,Entertainment,Oct,23200000,7966720147.0,595,321179000.0,80300.0,1300000.0,963500.0,15400000.0,900000.0,2017.0,25.0
Wave Music Bhojpuri,Music,Wave Music Bhojpuri,India,IN,Music,Aug,23100000,12889240875.0,22578,52678000.0,13200.0,210700.0,158000.0,2500000.0,100000.0,2014.0,10.0
GMM GRAMMY OFFICIAL,Music,GMM GRAMMY OFFICIAL,Thailand,TH,Music,Nov,23100000,25579831081.0,15462,130233000.0,32600.0,520900.0,390700.0,6300000.0,500000.0,2010.0,8.0
TED,People & Blogs,TED,United States,US,Tech,Dec,23100000,2551113422.0,4445,13246000.0,3300.0,53000.0,39700.0,635800.0,100000.0,2006.0,6.0
unknown boy varun,Music,unknown boy varun,India,IN,Music,Sep,23100000,9299371231.0,456,304021000.0,76000.0,1200000.0,912100.0,14600000.0,700000.0,2016.0,27.0
Kids TV - Nursery Rhymes And Baby Songs,Shows,Kids TV - Nursery Rhymes And Baby Songs,United States,US,Music,Aug,23100000,13151870846.0,3781,128448000.0,32100.0,513800.0,385300.0,6200000.0,700000.0,2013.0,30.0
Tsuriki Show,Entertainment,Tsuriki Show,Germany,DE,Comedy,Jul,23000000,31494513067.0,2905,756717000.0,189200.0,3000000.0,2300000.0,36300000.0,800000.0,2019.0,10.0
Technical Guruji,Science & Technology,Technical Guruji,India,IN,Tech,Oct,23000000,3378047383.0,5041,22262000.0,5600.0,89000.0,66800.0,1100000.0,200000.0,2015.0,19.0
DrossRotzank,Entertainment,DrossRotzank,Argentina,AR,Entertainment,Mar,23000000,6041264489.0,1598,35539000.0,8900.0,142200.0,106600.0,1700000.0,100000.0,2006.0,9.0
White Hill Music,Entertainment,White Hill Music,India,IN,Music,Mar,23000000,10939966484.0,5718,93183000.0,23300.0,372700.0,279500.0,4500000.0,100000.0,2014.0,23.0
